我	wo
緩存包	huan cun bao
換喻	huan yu
換片	huan pian
換屎片	huan shi pian
換乘站	huan cheng zhan
換湯唔換藥	huan tang wu huan yao
換咗	huan zuo
活雷鋒	huo lei feng
活體組織檢查	huo ti zu zhi jian cha
活摘	huo zhai
活組織檢查	huo zu zhi jian cha
咋嘛	za ma
皻鼻	zha bi
揸波	zha bo
揸膥袋	zha cun dai
揸錢	zha qian
揸槍	zha qiang
揸大膽車	zha da dan che
揸大旗	zha da qi
揸大葵扇	zha da kui shan
揸兜	zha dou
揸的士	zha de shi
揸電單車	zha dian dan che
渣甸山	zha dian shan
渣都冇得剩	zha dou mao de sheng
揸筷子	zha kuai zi
揸火箭	zha huo jian
揸雞腳	zha ji jiao
揸緊時間	zha jin shi jian
揸頸	zha jing
揸頸就命	zha jing jiu ming
揸個扒	zha ge ba
渣古	zha gu
揸開	zha kai
渣嘢	zha ye
揸二攤	zha er tan
揸腰	zha yao
揸旗	zha qi
揸流攤	zha liu tan
揸流灘	zha liu tan
喳嘛	zha ma
渣馬	zha ma
揸奶	zha nai
渣男	zha nan
揸扒	zha ba
揸手掣	zha shou che
揸上手	zha shang shou
揸數	zha shu
揸軚	zha dai
揸攤	zha tan
揸鐵筆	zha tie bi
揸拖拉機	zha tuo la ji
揸痛腳	zha tong jiao
揸黃腳雞	zha huang jiao ji
渣渣	zha zha
揸掣	zha che
揸正	zha zheng
揸正來做	zha zheng lai zuo
揸莊	zha zhuang
揸住雞毛當令箭	zha zhu ji mao dang ling jian
揸住時機	zha zhu shi ji
揸住支咪	zha zhu zhi mi
渣斗	zha dou
苲斗	zha dou
苴斗	ju dou
鮓斗	zha dou
鮓豆	zha dou
苴嘢	ju ye
鮓嘢	zha ye
渣皮	zha pi
苴皮	ju pi
鮓皮	zha pi
咋噃	za fan
乍青乍白	zha qing zha bai
苲草	zha cao
詐帝	zha di
詐嗲	zha die
詐癲扮傻	zha dian ban sha
詐癲賣戇	zha dian mai zhuang
詐癲納福	zha dian na fu
詐瞓	zha fen
詐假意	zha jia yi
詐奸	zha jian
炸雞翼	zha ji yi
詐嬌	zha jiao
詐嬌弄嗲	zha jiao nong die
詐耳聾	zha er long
炸耳仔	zha er zai
詐刑	zha xing
炸垮	zha kua
炸兩	zha liang
詐聾扮啞	zha long ban ya
詐唔知	zha wu zhi
詐媽嬌	zha ma jiao
炸麪	zha mian
炸毛	zha mao
詐懵	zha meng
詐呆詐吽	zha dai zha hong
詐戇	zha zhuang
炸手	zha shou
詐傻	zha sha
詐傻扮懵	zha sha ban meng
炸粟米	zha su mi
炸雲吞	zha yun tun
咋喎	za wai
詐詐諦諦	zha zha di di
咋咋聲	za za sheng
咋咋臨	za za lin
齋擺唔賣	zhai bai wu mai
齋菜	zhai cai
齋姑	zhai gu
齋校	zhai xiao
齋滷味	zhai lu wei
齋噏	zhai xi
齋婆	zhai po
齋鋪	zhai pu
齋色	zhai se
齋湯	zhai tang
齋酌	zhai zhuo
債項	zhai xiang
寨乪	zhai nang
責備求全	ze bei qiu quan
窄啲	zhai di
矺袋	zhe dai
迮袋	ze dai
笮冬	ze dong
窄硤硤	zhai xia xia
窄搣搣	zhai mie mie
矺年	zhe nian
笮年	ze nian
責實啲	ze shi di
嘖嘖稱羡	ze ze cheng xian
窄窄地	zhai zhai di
擲地炮	zhi di pao
擲公字	zhi gong zi
擇日不如撞日	ze ri bu ru zhuang ri
摘名	zhai ming
擲銀仔	zhi yin zai
擇使	ze shi
擇洗	ze xi
擲色仔	zhi se zai
擲色子	zhi se zi
擲骰	zhi tou
擲骰仔	zhi tou zai
澤鷸	ze yu
翟志剛	di zhi gang
簪玉	zan yu
簪肉	zan rou
斬波	zhan bo
斬倉	zhan cang
斬犯	zhan fan
斬雞頭燒黃紙	zhan ji tou shao huang zhi
斬雞頭換雞腳	zhan ji tou huan ji jiao
斬腳趾避沙蟲	zhan jiao zhi bi sha chong
斬瓜	zhan gua
䁪下	zhan xia
斬開九碌	zhan kai jiu lu
斬亂歌柄	zhan luan ge bing
斬馬刀	zhan ma dao
䁪眉䁪眼	zhan mei zhan yan
斬手指	zhan shou zhi
斬傷	zhan shang
斬樹	zhan shu
斬頭鬼	zhan tou gui
斬頭截尾	zhan tou jie wei
斬竹灣	zhan zhu wan
蘸火	zhan huo
站地	zhan di
站軍姿	zhan jun zi
劖亂歌柄	chan luan ge bing
站頭	zhan tou
站着說話不腰疼	zhan zhe shuo hua bu yao teng
盞得個	zhan de ge
盞搞	zhan gao
盞攪	zhan jiao
賺搞	zhuan gao
賺攪	zhuan jiao
㜺鬼	zan gui
盞嘢	zhan ye
賺㩄氣	zhuan shai qi
賺嘥氣	zhuan sai qi
盞衰	zhan shuai
賺衰	zhuan shuai
賺做	zhuan zuo
贊詞	zan ci
贊辭	zan ci
灒火	zan huo
贊謁	zan ye
趲趲跳	zan zan tiao
灒酒	zan jiu
賺錢買花戴	zhuan qian mai hua dai
賺得個	zhuan de ge
賺唔到錢	zhuan wu dao qian
賺頭蝕尾	zhuan tou shi wei
賺頭折尾	zhuan tou zhe wei
爭崩頭	zheng beng tou
爭秋奪暑	zheng qiu duo shu
爭錢	zheng qian
爭地盤	zheng di pan
爭啲唔記得咗	zheng di wu ji de zuo
爭番啖氣	zheng fan dan qi
爭返啖氣	zheng fan dan qi
爭幾回	zheng ji hui
爭客	zheng ke
爭一口氣	zheng yi kou qi
爭一日之長短	zheng yi ri zhi zhang duan
爭佢兩文	zheng qu liang wen
爭兩個人	zheng liang ge ren
爭唔落	zheng wu luo
爭生爭死	zheng sheng zheng si
爭成條墟	zheng cheng tiao xu
爭食	zheng shi
爭天共地	zheng tian gong di
爭位企	zheng wei qi
錚錚鐵漢	zheng zheng tie han
爭仔	zheng zai
踭趾	zheng zhi
爭住食	zheng zhu shi
䂻飽	zheng bao
撐飽	cheng bao
饌飽	zhuan bao
撐甲	cheng jia
掙滿晒	zheng man shai
䂻牙罅	zheng ya xia
䂻沙雞	zheng sha ji
䂻死你	zheng si ni
劄貨	zha huo
劄馬	zha ma
札馬	zha ma
劄馬步	zha ma bu
眨眉眨眼	zha mei zha yan
砸死人	za si ren
雜𤎣	za e
雜巴冷	za ba leng
雜崩冷	za beng leng
雜崩能	za beng neng
雜筆甩	za bi shuai
雜差	za cha
雜差房	za cha fang
雜柴	za chai
雜菜	za cai
習大大	xi da da
集電桿	ji dian gan
雜架嘢	za jia ye
雜架攤	za jia tan
雜錦	za jin
閘機	zha ji
鍘角	zha jiao
閘角	zha jiao
雜港包	za gang bao
閘骨	zha gu
鈒骨機	sa gu ji
集氣	ji qi
集恩廣益	ji en guang yi
習語	xi yu
雜丸	za wan
集鍊	ji lian
雜嘜	za ma
雜罨嘢	za yan ye
雜扒	za ba
雜色山雀	za se shan que
集體承包	ji ti cheng bao
集體回憶	ji ti hui yi
雜活	za huo
雜雜聲	za za sheng
閘側	zha ce
集中策略	ji zhong ce lue
雜種仔	za zhong zai
閘住把口	zha zhu ba kou
紮歐紮翁	za ou za weng
紮辮	za bian
扎帶	zha dai
紥粉	za fen
札幌市	zha huang shi
紮根	za gen
紥腳	za jiao
紮腳布	za jiao bu
扎腳婆	zha jiao po
紮腳婆	za jiao po
紮棍	za gun
紮過	za guo
扎孖辮	zha ma bian
扎馬	zha ma
紮馬	za ma
紮馬剌丁	za ma la ding
紮馬魯丁	za ma lu ding
札碼字	zha ma zi
扎炮	zha pao
紥炮	za pao
紮炮	za pao
紮砲	za pao
扎破	zha po
紮晒馬	za shai ma
扎實推進	zha shi tui jin
紥蹄	za ti
扎鐵	zha tie
扎扎實實	zha zha shi shi
扎扎跳	zha zha tiao
紮紮跳	za za tiao
扎仔粉	zha zai fen
扎職	zha zhi
紮職	za zhi
紮職儀式	za zhi yi shi
啁啁	zhao zhao
抓包	zhua bao
爪部	zhao bu
找刺	zhao ci
找快錢	zhao kuai qian
找晦氣	zhao hui qi
找下	zhao xia
找零	zhao ling
找散	zhao san
找散紙	zhao san zhi
找數尾	zhao shu wei
找贖	zhao shu
爪哇八哥	zhao wa ba ge
爪哇池鷺	zhao wa chi lu
爪哇語	zhao wa yu
爪哇禾雀	zhao wa he que
找換	zhao huan
找換店	zhao huan dian
找換檔	zhao huan dang
找換外幣	zhao huan wai bi
找換鋪	zhao huan pu
罩籬	zhao li
驟晴驟雨	zhou qing zhou yu
棹忌	zhao ji
擠花	ji hua
擠花袋	ji hua dai
擠喺	ji xi
擠喺檯面	ji xi tai mian
擠擁	ji yong
劑子	ji zi
擠住	ji zhu
仔大女大	zai da nv da
仔大仔世界	zai da zai shi jie
仔細老婆嫩	zai xi lao po nen
仔細女嫩	zai xi nv nen
仔孫	zai sun
祭白虎	ji bai hu
掣板	che ban
制得過	zhi de guo
制電	zhi dian
制火	zhi huo
濟軍	ji jun
祭幽	ji you
制冷	zhi leng
制唔過	zhi wu guo
制唔制	zhi wu zhi
濟危	ji wei
濟危扶困	ji wei fu kun
制治	zhi zhi
祭帳	ji zhang
掣住架車	che zhu jia che
囝囝	jian jian
滯雞	zhi ji
滯口	zhi kou
滯納	zhi na
滯市	zhi shi
滯肚	zhi du
滯滯地	zhi zhi di
側膊	ce bo
側風	ce feng
側漏	ce lou
側生動物	ce sheng dong wu
側寫	ce xie
則師	ze shi
側頭側腦	ce tou ce nao
側田	ce tian
側側膊唔多覺	ce ce bo wu duo jue
仄紙	ze zhi
砧板蟻	zhen ban yi
針鼻削鐵	zhen bi xue tie
鍼砭時弊	zhen bian shi bi
針波	zhen bo
斟茶遞水	zhen cha di shui
斟茶認錯	zhen cha ren cuo
針車	zhen che
斟出	zhen chu
斟𠶧	zhen dian
針頂	zhen ding
針拮	zhen jie
斟下	zhen xia
針口	zhen kou
針孔攝像機	zhen kong she xiang ji
針孔相機	zhen kong xiang ji
針卡	zhen ka
針球	zhen qiu
斟唔𠶧	zhen wu dian
針麻	zhen ma
針嘜	zhen ma
針冇兩頭利	zhen mao liang tou li
斟盤	zhen pan
針山	zhen shan
斟瀉	zhen xie
斟豉油	zhen shi you
針劑瓶	zhen ji ping
針嘴	zhen zui
針紙	zhen zhi
枕長	zhen zhang
枕葉	zhen ye
枕肉	zhen rou
枕頭包	zhen tou bao
枕頭袋	zhen tou dai
枕頭肉	zhen tou rou
枕頭狀	zhen tou zhuang
浸鹹水	jin xian shui
枕岩漱流	zhen yan shu liu
浸溫泉	jin wen quan
浸會大學	jin hui da xue
浸會醫院	jin hui yi yuan
浸浸涼	jin jin liang
浸酒	jin jiu
浸豬籠	jin zhu long
沉死	chen si
珍寶機	zhen bao ji
珍寶海鮮舫	zhen bao hai xian fang
珍寶珠	zhen bao zhu
真抵	zhen di
真點	zhen dian
真朵	zhen duo
真火滾	zhen huo gun
真家伙	zhen jia huo
真金白銀	zhen jin bai yin
真金不怕紅爐火	zhen jin bu pa hong lu huo
真嘅	zhen kai
真嘅一樣	zhen kai yi yang
胗肝	zhen gan
真係慘嘞	zhen xi can lei
真系火滾	zhen xi huo gun
真係好	zhen xi hao
真係有心	zhen xi you xin
真係巧	zhen xi qiao
真係甩鬚	zhen xi shuai xu
真係唔似樣	zhen xi wu shi yang
真係冇陰功	zhen xi mao yin gong
真係衰嘅啫	zhen xi shuai kai zhe
真係盞	zhen xi zhan
真核細胞	zhen he xi bao
真空上陣	zhen kong shang zhen
真人表演	zhen ren biao yan
真人騷	zhen ren sao
真有心	zhen you xin
真冇修	zhen mao xiu
真心膠	zhen xin jiao
真嗍氣	zhen suo qi
真真地	zhen zhen di
真蹟	zhen ji
珍珠都冇咁真	zhen zhu dou mao gan zhen
珍珠蚌	zhen zhu bang
軫宿	zhen su
鎮場	zhen chang
震倉	zhen cang
震旦鴉雀	zhen dan ya que
振蕩	zhen dang
振蕩器	zhen dang qi
襯到絕	chen dao jue
鎮痙劑	zhen jing ji
震過貓王	zhen guo mao wang
鎮海樓	zhen hai lou
襯埋	chen mai
鎮山	zhen shan
震忳忳	zhen tun tun
震揗揗	zhen xun xun
震騰騰	zhen teng teng
鎮頭	zhen tou
震震貢	zhen zhen gong
陣間先講	zhen jian xian jiang
陣間會講	zhen jian hui jiang
陣腳未打好	zhen jiao wei da hao
陣冷陣熱	zhen leng zhen re
陣丈	zhen zhang
爭風呷醋	zheng feng ga cu
爭冠	zheng guan
睜開過	zheng kai guo
憎人富貴厭人窮	zeng ren fu gui yan ren qiong
憎人富貴厭人貧	zeng ren fu gui yan ren pin
憎人富貴嫌人窮	zeng ren fu gui xian ren qiong
爭妍鬥麗	zheng yan dou li
曾鈺成	ceng yu cheng
睜眉突眼	zheng mei tu yan
僧帽瓣	seng mao ban
曾外祖父	ceng wai zu fu
增年	zeng nian
增三和弦	zeng san he xian
憎死	zeng si
曾偉雄	ceng wei xiong
爭執不下	zheng zhi bu xia
曾俊華	ceng jun hua
甑酒	zeng jiu
贈興	zeng xing
執筆忘字	zhi bi wang zi
執茶	zhi cha
執齊啲嘢	zhi qi di ye
執齊行李	zhi qi xing li
執牀	zhi chuang
執達吏	zhi da li
執得正	zhi de zheng
執豆噉執	zhi dou dan zhi
執地	zhi di
執地仔	zhi di zai
執定	zhi ding
執多劑	zhi duo ji
汁都撈埋	zhi dou lao mai
執倒	zhi dao
執到寶	zhi dao bao
執到正	zhi dao zheng
執董	zhi dong
執番梘	zhi fan jian
執返幾劑	zhi fan ji ji
執返一身彩	zhi fan yi shen cai
執返身彩	zhi fan shen cai
執返條命	zhi fan tiao ming
執返條命仔	zhi fan tiao ming zai
執返劑	zhi fan ji
執教鞭	zhi jiao bian
執雞	zhi ji
執金	zhi jin
執怪	zhi guai
執骨	zhi gu
執行李	zhi xing li
執口水尾	zhi kou shui wei
執人口水尾	zhi ren kou shui wei
執一劑	zhi yi ji
執贏	zhi ying
執二攤	zhi er tan
執葉	zhi ye
執藥	zhi yao
執漏	zhi lou
執牛屎	zhi niu shi
執平嘢	zhi ping ye
執山草藥	zhi shan cao yao
執身彩	zhi shen cai
執拾乾淨	zhi shi qian jing
執拾好行李	zhi shi hao xing li
執死雞仔	zhi si ji zai
汁水	zhi shui
執屍	zhi shi
執私	zhi si
執相	zhi xiang
執蘇州屎	zhi su zhou shi
執輸過人	zhi shu guo ren
執殳行頭	zhi shu xing tou
執輸行頭	zhi shu xing tou
執殳行頭慘過敗家	zhi shu xing tou can guo bai jia
執輸行頭慘過敗家	zhi shu xing tou can guo bai jia
執頭碼	zhi tou ma
執頭執尾	zhi tou zhi wei
執檯	zhi tai
執位	zhi wei
執禾	zhi he
執雜	zhi za
執仔	zhi zai
執仔婆	zhi zai po
執滯	zhi zhi
執正啲	zhi zheng di
執字粒	zhi zi li
執葬	zhi zang
窒飽	zhi bao
枳入	zhi ru
質量塊	zhi liang kuai
質樸無華	zhi pu wu hua
質數定理	zhi shu ding li
窒腳	zhi jiao
窒口窒舌	zhi kou zhi she
窒人	zhi ren
姪新婦	zhi xin fu
窒手	zhi shou
躓手躓腳	zhi shou zhi jiao
姪孫女	zhi sun nv
窒頭窒勢	zhi tou zhi shi
侄仔	zhi zai
姪仔	zhi zai
窒住	zhi zhu
窒住條氣	zhi zhu tiao qi
周扒皮	zhou ba pi
周長	zhou zhang
周打	zhou da
周打蜆湯	zhou da xian tang
周打魚湯	zhou da yu tang
周街放	zhou jie fang
周街係人	zhou jie xi ren
周街走	zhou jie zou
周界	zhou jie
舟車費	zhou che fei
週期驗證	zhou qi yan zheng
週率	zhou lv
週末快樂	zhou mo kuai le
週年旺相	zhou nian wang xiang
揪心揪肺	jiu xin jiu fei
周身八寶	zhou shen ba bao
周身刀冇把利	zhou shen dao mao ba li
周身刀冇張利	zhou shen dao mao zhang li
周身癮	zhou shen yin
周身喐	zhou shen yu
周身唔聚財	zhou shen wu ju cai
周身冇力	zhou shen mao li
周身蟻	zhou shen yi
周身屎	zhou shen shi
周身事幹	zhou shen shi gan
周身酸痛	zhou shen suan tong
周身痛	zhou shen tong
賙卹	zhou xu
周時無日	zhou shi wu ri
洲頭咀	zhou tou ju
周圍貢	zhou wei gong
周之無日	zhou zhi wu ri
周轉金	zhou zhuan jin
走白地	zou bai di
走白牌	zou bai pai
酒板	jiu ban
酒辦	jiu ban
酒餅	jiu bing
走冰	zou bing
走寶	zou bao
酒測	jiu ce
走青	zou qing
酒埕	jiu cheng
走單	zou dan
走蛋	zou dan
走得快好世界	zou de kuai hao shi jie
走得幾快	zou de ji kuai
走地	zou di
走地雞	zou di ji
走地盤	zou di pan
走趯	zou ti
走丟	zou diu
走都走唔切	zou dou zou wu qie
走法律罅	zou fa lv xia
走粉	zou fen
走埠	zou bu
走火警	zou huo jing
走火通道	zou huo tong dao
走夾唔唞	zou jia wu dou
走雞	zou ji
走記	zou ji
走警報	zou jing bao
酒腳	jiu jiao
走歸左	zou gui zuo
走鬼檔	zou gui dang
酒鬼酒	jiu gui jiu
酒香不怕巷子深	jiu xiang bu pa xiang zi shen
走學	zou xue
酒紅朱雀	jiu hong zhu que
走入去	zou ru qu
走肉	zou rou
走雨罅	zou yu xia
走撚開	zou nian kai
走甩雞	zou shuai ji
走甩咗	zou shuai zuo
酒漏	jiu lou
酒簾	jiu lian
走廊位	zou lang wei
走佬袋	zou lao dai
走唔切	zou wu qie
走唔起	zou wu qi
走埋	zou mai
酒米	jiu mi
酒凹	jiu ao
酒垽	jiu yin
酒牌	jiu pai
走片	zou pian
走晒	zou shai
走晒音	zou shai yin
酒筲箕	jiu shao ji
走水客	zou shui ke
走私鐘	zou si zhong
酒是故鄉醇	jiu shi gu xiang chun
走塑	zou su
走雪	zou xue
走投	zou tou
走甜	zou tian
酒托	jiu tuo
酒托女	jiu tuo nv
走糖	zou tang
酒渣	jiu zha
走債	zou zhai
走盞	zou zhan
走趲	zou zan
走走趯趯	zou zou ti ti
走精面	zou jing mian
酒醉三分醒	jiu zui san fen xing
走資	zou zi
酒至半酣	jiu zhi ban han
走咗	zou zuo
酒莊	jiu zhuang
酒糟撈	jiu zao lao
走足	zou zu
走珠筆	zou zhu bi
晝夜節律	zhou ye jie lv
皺掹掹	zhou meng meng
皺紋膠紙	zhou wen jiao zhi
奏帖	zou tie
皺紙	zhou zhi
皺折	zhou zhe
就唱	jiu chang
就快嘞	jiu kuai lei
就假	jiu jia
就假嘅	jiu jia kai
就噉啦	jiu dan la
就咁	jiu gan
就見到	jiu jian dao
就腳	jiu jiao
棹腳	zhao jiao
就慣姿勢	jiu guan zi shi
就下佢	jiu xia qu
就喺	jiu xi
就係噉	jiu xi dan
就係講	jiu xi jiang
袖口紐	xiu kou niu
袖口鈕	xiu kou niu
袖口貼	xiu kou tie
就業安定費	jiu ye an ding fei
就冇	jiu mao
岫岩縣	xiu yan xian
就算係噉	jiu suan xi dan
就睇	jiu di
就話	jiu hua
就彎	jiu wan
就止	jiu zhi
遮柄	zhe bing
遮打道	zhe da dao
遮骨	zhe gu
遮瑕	zhe xia
遮瑕膏	zhe xia gao
啫係	zhe xi
啫係點	zhe xi dian
啫屐	zhe ji
啫喱筆	zhe li bi
啫喱糖	zhe li tang
啫嘛	zhe ma
遮手影	zhe shou ying
遮仔會	zhe zai hui
嗻嗻聲	zhe zhe sheng
姐手姐腳	jie shou jie jiao
姐姐噉手	jie jie dan shou
借畀	jie bi
借花敬佛	jie hua jing fu
蔗莢	zhe jia
蔗雞	zhe ji
借記	jie ji
蔗軲轆	zhe gu lu
蔗蝦	zhe xia
借開	jie kai
借一借	jie yi jie
借意	jie yi
借以	jie yi
借力打力	jie li da li
蔗纈	zhe xie
借馬	jie ma
借問一聲	jie wen yi sheng
借歪	jie wai
借歪啲	jie wai di
借女	jie nv
借眼	jie yan
借尿遁	jie niao dun
蔗水	zhe shui
借水遁	jie shui dun
借屎遁	jie shi dun
蔗渣板	zhe zha ban
借酒消愁	jie jiu xiao chou
借咗聾耳陳隻耳	jie zuo long er chen zhi er
借轉	jie zhuan
藉詞推搪	ji ci tui tang
謝特	xie te
謝爾曼質數	xie er man zhi shu
謝拉特	xie la te
謝安琪	xie an qi
謝皮	xie pi
謝晒	xie shai
謝天華	xie tian hua
謝竈	xie zao
即係噉	ji xi dan
唧屐	ji ji
隻揪	zhi jiu
隻抽隻	zhi chou zhi
隻揪隻	zhi jiu zhi
脊柱裂	ji zhu lie
脊柱側凸	ji zhu ce tu
脊柱側彎	ji zhu ce wan
隻揼	zhi beng
隻碟	zhi die
炙火	zhi huo
脊灰	ji hui
脊骨神經醫學	ji gu shen jing yi xue
隻鞋	zhi xie
隻褦隻	zhi nai zhi
隻眼開隻眼閉	zhi yan kai zhi yan bi
隻碗	zhi wan
隻隻	zhi zhi
脊椎指壓	ji chui zhi ya
精出骨	jing chu gu
精都唔笨	jing dou wu ben
精乖	jing guai
精乖伶俐	jing guai ling li
精乖靈利	jing guai ling li
精歸左	jing gui zuo
精過冇尾蛇	jing guo mao wei she
精人出口笨人出手	jing ren chu kou ben ren chu shou
精甩辮	jing shuai bian
精甩邊	jing shuai bian
精甩尾	jing shuai wei
精叻	jing le
精埋一邊	jing mai yi bian
精面	jing mian
精仔	jing zai
精精地	jing jing di
精精地就	jing jing di jiu
汫濙	jing ying
井欄	jing lan
正菜	zheng cai
正斗貨	zheng dou huo
正斗嘢	zheng dou ye
正到痹	zheng dao bi
正花	zheng hua
正貨	zheng huo
正晒	zheng shai
追寶尾	zhui bao wei
追車尾	zhui che wei
追到瘦	zhui dao shou
追到天腳底	zhui dao tian jiao di
追悼文	zhui dao wen
追更	zhui geng
狙擊步槍	ju ji bu qiang
追光燈	zhui guang deng
追月	zhui yue
追劇	zhui ju
追龍	zhui long
追女仔	zhui nv zai
追瘦	zhui shou
追貼	zhui tie
追臺	zhui tai
錐套	zhui tao
朘朘	zui zui
追截	zhui jie
追尊	zhui zun
咀啖	ju dan
嘴啃泥	zui ken ni
咀一啖	ju yi dan
嘴琴	zui qin
嘴斂斂	zui lian lian
嘴歛歛	zui han han
嘴廟廟	zui miao miao
嘴藐藐	zui miao miao
嘴硬心軟	zui ying xin ruan
咀炮	ju pao
咀砲	ju pao
嘴砲	zui pao
咀脣	ju chun
嘴上無毛辦事不牢	zui shang wu mao ban shi bu lao
嘴上沒毛辦事不牢	zui shang mei mao ban shi bu lao
嘴滑	zui hua
嘴尖尖	zui jian jian
嘴嗻嗻	zui zhe zhe
最清	zui qing
最大似然估計	zui da shi ran gu ji
最凍	zui dong
最佳位置	zui jia wei zhi
最緊要	zui jin yao
最勁抽	zui jin chou
最高工資	zui gao gong zi
最高限額	zui gao xian e
贅氣	zhui qi
最好使	zui hao shi
最優惠國	zui you hui guo
最應	zui ying
醉翁椅	zui weng yi
醉貓	zui mao
最屘	zui man
最面	zui mian
最啱	zui yan
最怕萬一	zui pa wan yi
最塞	zui sai
最威水	zui wei shui
醉酒公仔	zui jiu gong zai
醉酒鬼	zui jiu gui
醉酒佬	zui jiu lao
醉酒貓	zui jiu mao
罪大滔天	zui da tao tian
墜火	zhui huo
聚伙	ju huo
墜火粥	zhui huo zhou
聚甲醛	ju jia quan
罪疚感	zui jiu gan
聚腳地	ju jiao di
贅語	zhui yu
墜琴	zhui qin
罪無可恕	zui wu ke shu
墜手墜腳	zhui shou zhui jiao
罪成	zui cheng
墜胡	zhui hu
聚衆淫亂罪	ju zhong yin luan zui
聚訟紛紜	ju song fen yun
津白	jin bai
樽頸	zun jing
津校	jin xiao
遵醫囑	zun yi zhu
樽領	zun ling
榛栗	zhen li
榛樹	zhen shu
津貼學校	jin tie xue xiao
樽枳	zun zhi
樽裝	zun zhuang
樽裝啤酒	zun zhuang pi jiu
樽裝水	zun zhuang shui
準葛爾	zhun ge er
准決賽	zhun jue sai
准生證	zhun sheng zheng
晉察冀	jin cha ji
進行清盤	jin xing qing pan
進行攻擊	jin xing gong ji
進路	jin lu
駿和	jun he
盡地	jin di
盡地一煲	jin di yi bao
盡地一鋪	jin di yi pu
盡地主之誼	jin di zhu zhi yi
盡㞘	jin du
盡好	jin hao
儘力而爲	jin li er wei
儘心	jin xin
儘心竭力	jin xin jie li
儘心儘肺	jin xin jin fei
儘心儘力	jin xin jin li
盡先	jin xian
蟀草	shuai cao
捽碟	zuo die
捽腳	zuo jiao
卒慶	zu qing
捽㷫	zuo qing
捽老泥	zuo lao ni
捽唔甩	zuo wu shuai
捽數	zuo shu
捽嘴	zuo zui
支爆	zhi bao
知彼知己百戰百勝	zhi bi zhi ji bai zhan bai sheng
知彼知己百戰不殆	zhi bi zhi ji bai zhan bu dai
知醜	zhi chou
齜出牙	chai chu ya
知恥而後勇	zhi chi er hou yong
輜重團中尉	zi zhong tuan zhong wei
之但係	zhi dan xi
之得	zhi de
知埞	zhi di
知啲唔知啲	zhi di wu zhi di
脂粉客	zhi fen ke
脂肪團	zhi fang tuan
知更雀	zhi geng que
資金槓桿	zi jin gang gan
知己知彼百戰不殆	zhi ji zhi bi bai zhan bu dai
咨客	zi ke
茲因	zi yin
知恩感戴	zhi en gan dai
知人口面不知心	zhi ren kou mian bu zhi xin
知人善用	zhi ren shan yong
知人者智自知者明	zhi ren zhe zhi zi zhi zhe ming
知日	zhi ri
滋悠	zi you
滋油	zi you
滋游	zi you
滋悠澹定	zi you dan ding
枝嘢	zhi ye
資源回收筒	zi yuan hui shou tong
知其然	zhi qi ran
知其然不知其所以然	zhi qi ran bu zhi qi suo yi ran
